lat,lng,atclCfmYmd,atclNm,market_price,year,household_count,subway_line,subway_name,subway_distance,spc2,atclFetrDesc,tagList,현관구조,parking_per_household,min_floor,max_floor,direction,rooms,bath_rooms,location,atclNo,dates
37.511144,126.83741,24.08.27.,푸른마을3단지,35000,2001,440,,,,59.99,"융자무, 수리되어 내부상태깔끔, 입주일 협의가능","['25년이내', '융자금없는', '방세개', '화장실한개']",복도식,0.95,저,15,동향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 1283&service=opensearch,https://fin.land.naver.com/articles/2442212571,['24.08.27.']
37.62901,127.04651,24.08.27.,월계극동,35000,1996,199,,,,80.28,깨끗하게 수리된집 월세 보1억에 90만원 가능,"['25년이상', '방세개', '화장실두개', '저층']",계단식,0.63,3,17,남서향,3,2,https://map.kakao.com/?q=서울시 노원구 월계동 803-1&service=opensearch,https://fin.land.naver.com/articles/2442230760,['24.08.27.']
37.50786,126.84101,24.08.27.,신정현대6차,37000,2000,703,,,,59.4,"남서향,컨디션베리굿,인덕션,조용한동,산뷰,입주협의","['25년이내', '융자금적은', '방세개', '화장실한개']",복도식,1.15,저,20,남서향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 743-2&service=opensearch,https://fin.land.naver.com/articles/2442297586,['24.08.27.']
37.681923,127.048531,24.08.28.,도봉유원,36000,1990,286,1호선,도봉역,477.0,84.93,남향 올수리해 드림 아주깨끗 역세권,"['25년이상', '올수리', '역세권', '1층']",계단식,0.5,1,15,남향,3,2,https://map.kakao.com/?q=서울시 도봉구 도봉동 83&service=opensearch,https://fin.land.naver.com/articles/2442342138,['24.08.28.']
37.508164,126.842263,24.08.28.,신정현대6차,35000,2000,703,,,,59.4,깨끗 초중고 인접  교통편리 입주일 협의,"['25년이내', '방세개', '화장실한개', '세대당1대']",복도식,1.15,4,20,동향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 743-2&service=opensearch,https://fin.land.naver.com/articles/2442476654,['24.08.28.']
37.66019,127.0327,24.08.28.,벽산1차,33000,1991,489,,,,72.01,상태깨끗 입주 협의가능,"['25년이상', '방세개', '화장실한개', '주차가능']",계단식,0,5,15,남동향,3,1,https://map.kakao.com/?q=서울시 도봉구 방학동 275&service=opensearch,https://fin.land.naver.com/articles/2442427095,['24.08.28.']
37.64214,127.0381,24.08.28.,창동대우,36500,1995,952,4호선,쌍문역,861.0,84.88,일부수리되어 깨끗함. 시세보다 저렴한 귀한 전세,"['25년이상', '융자금없는', '1층', '방세개']",계단식,1.07,1,19,남향,3,2,https://map.kakao.com/?q=서울시 도봉구 창동 804&service=opensearch,https://fin.land.naver.com/articles/2442459748,['24.08.28.']
37.335282,127.11852,24.08.28.,무지개12단지주공,37000,1995,905,,,,59.98,5년전올수리 빠른입주가능 구미초인접단지 트인전망 조용한단지,"['25년이상', '올수리', '방세개', '화장실한개']",복합식,1,10,25,서향,3,1,https://map.kakao.com/?q=경기도 성남시 분당구 구미동 212&service=opensearch,https://fin.land.naver.com/articles/2442421695,['24.08.28.']
37.65779,127.02538,24.08.28.,청구,37000,1994,978,,,,84.97,위치 편리성굳 초당초선덕중고 내부일부수리깨끗,"['25년이상', '방세개', '화장실두개', '중층']",계단식,0.65,7,11,남향,3,2,https://map.kakao.com/?q=서울시 도봉구 방학동 734&service=opensearch,https://fin.land.naver.com/articles/2442435029,['24.08.28.']
37.508164,126.842263,24.08.28.,신정현대6차,35000,2000,703,,,,59.4,저렴하고 귀한전세 정상입주 융자무,"['25년이내', '방세개', '화장실한개', '세대당1대']",복도식,1.1,4,20,동향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 743-2&service=opensearch,https://fin.land.naver.com/articles/2442464831,['24.08.28.']
37.668082,127.081307,24.08.29.,불암현대,26000,1999,826,4호선,당고개역,503.0,59.4,정상 내부수리되어완전깨끗강추천,"['25년이내', '역세권', '방세개', '화장실한개']",복도식,1,9,22,남서향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1293&service=opensearch,https://fin.land.naver.com/articles/2442702542,['24.08.29.']
37.62953,127.04599,24.08.29.,월계극동,36000,1996,199,,,,80.28,앞이 막힘없이 전망이 좋은 집,"['25년이상', '융자금없는', '방세개', '화장실두개']",복합식,1,7,14,남서향,3,2,https://map.kakao.com/?q=서울시 노원구 월계동 803-1&service=opensearch,https://fin.land.naver.com/articles/2442638665,['24.08.29.']
37.62901,127.04651,24.08.29.,월계극동,35000,1996,199,,,,80.28,아이키우기 좋은 1층집으로 내부 수리해 드려요,"['25년이상', '1층', '방세개', '화장실두개']",계단식,0.63,1,17,남서향,3,2,https://map.kakao.com/?q=서울시 노원구 월계동 803-1&service=opensearch,https://fin.land.naver.com/articles/2442572819,['24.08.29.']
37.5792,126.81223,24.08.29.,동성,35000,1993,686,5호선,방화역,365.0,64.65,전체수리,"['25년이상', '역세권', '방세개', '화장실한개']",계단식,1.27,2,14,남향,3,1,https://map.kakao.com/?q=서울시 강서구 방화동 817&service=opensearch,https://fin.land.naver.com/articles/2442665816,['24.08.29.']
37.65377,127.04056,24.08.29.,창동주공1단지,31000,1990,808,1호선,창동역,772.0,59.22,"방3, 전체수리, 개별난방, 입주협의","['25년이상', '방세개', '화장실한개', '중층']",복도식,0.76,6,15,남향,3,1,https://map.kakao.com/?q=서울시 도봉구 창동 305&service=opensearch,https://fin.land.naver.com/articles/2442683028,['24.08.29.']
37.657711,127.024065,24.08.29.,우성1차,35000,1992,658,,,,84.69,특올수리됨 협의입주가능 ,"['25년이상', '올수리', '방세개', '화장실두개']",계단식,3,9,12,남향,3,2,https://map.kakao.com/?q=서울시 도봉구 방학동 507&service=opensearch,https://fin.land.naver.com/articles/2442730010,['24.08.29.']
37.629297,127.062356,24.08.29.,성원4단지,33000,1995,713,1호선,월계역,846.0,59.94,전체수리됨 남향 주거환경양호 이마트 학교 인접,"['25년이상', '융자금없는', '방세개', '화장실한개']",복도식,1,5,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 월계동 322-1&service=opensearch,https://fin.land.naver.com/articles/2442568552,['24.08.29.']
37.335273,127.119693,24.08.29.,무지개12단지주공,33000,1995,905,,,,58.14,"샷시포함올수리,남향,정상입주","['25년이상', '올수리', '방세개', '화장실한개']",복도식,1,3,12,남향,3,1,https://map.kakao.com/?q=경기도 성남시 분당구 구미동 212&service=opensearch,https://fin.land.naver.com/articles/2442693965,['24.08.29.']
37.633478,127.026852,24.08.29.,미아요진,32000,2005,123,4호선,수유역,652.0,59.42,수유역도보8분,"['25년이내', '융자금없는', '복층']",복도식,0.96,2,15,남향,3,1,https://map.kakao.com/?q=서울시 강북구 미아동 152&service=opensearch,https://fin.land.naver.com/articles/2442563500,['24.08.29.']
37.681927,127.053531,24.08.29.,은빛1단지,35000,1998,1391,7호선,수락산역,402.0,59.92,올수리 역세권 초품아 지하주차장 생활권 좋은 대단지,"['25년이상', '올수리', '역세권', '대단지']",계단식,0.56,4,15,동향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1255&service=opensearch,https://fin.land.naver.com/articles/2442692914,['24.08.29.']
37.629794,127.045363,24.08.29.,유원,37000,1998,154,,,,84.93,남향에 고층이라 밝고 환한집이며 12월중에 입주가능합니다.,"['25년이상', '방세개', '화장실두개', '중층']",계단식,0.98,중,20,남향,3,2,https://map.kakao.com/?q=서울시 노원구 월계동 880&service=opensearch,https://fin.land.naver.com/articles/2442531829,['24.08.29.']
37.655628,127.029317,24.08.30.,한양6차,37000,2002,582,,,,83.86,"추천,특올수리 빠른 입주도가능,확트인전망굿,선덕학군,주차편리함","['25년이내', '올수리', '방세개']",계단식,0.71,10,15,동향,3,2,https://map.kakao.com/?q=서울시 도봉구 쌍문동 59-5&service=opensearch,https://fin.land.naver.com/articles/2442951937,['24.08.30.']
37.65756,127.04949,24.08.30.,동아청솔,36000,1997,1981,1호선,창동역,701.0,59.76,수리되어 깨끗한 전망좋은 집입니다,"['25년이상', '융자금없는', '대단지', '방세개']",복도식,1.16,3,20,동향,3,1,https://map.kakao.com/?q=서울시 도봉구 창동 808&service=opensearch,https://fin.land.naver.com/articles/2442890374,['24.08.30.']
37.648778,127.081897,24.08.30.,진로대림,35000,1992,192,,,,59.04,수리하였으며 교육환경우수 지역의 귀한  추천 임대 3.3억에 10만원가,"['25년이상', '융자금없는', '방세개', '화장실한개']",복도식,0.85,10,13,남동향,3,1,https://map.kakao.com/?q=서울시 노원구 중계동 78&service=opensearch,https://fin.land.naver.com/articles/2442839771,['24.08.30.']
37.6632,127.07862,24.08.30.,청암2단지,30000,2001,602,4호선,상계역,755.0,59.4,"전망,수리예정 하시","['25년이내', '방세개', '화장실한개', '중층']",계단식,0.76,중,20,동향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1276&service=opensearch,https://fin.land.naver.com/articles/2442885522,['24.08.30.']
37.677993,127.052833,24.08.30.,두산,26000,1994,763,7호선,수락산역,243.0,59.97,수락역세권 남향 수리깨끗 정상또는 빠른입주가능,"['25년이상', '융자금없는', '역세권', '1층']",복도식,0.63,1,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1110&service=opensearch,https://fin.land.naver.com/articles/2442798458,['24.08.30.']
37.681823,127.053929,24.08.30.,은빛1단지,27000,1998,1391,7호선,수락산역,402.0,59.92,샷시 교체 내부올수리 애기들 키우기 좋아요,"['25년이상', '융자금없는', '올수리', '역세권']",복합식,0.56,1,15,서향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1255&service=opensearch,https://fin.land.naver.com/articles/2442947621,['24.08.30.']
37.617624,127.021848,24.08.30.,현대성우(주상복합),35000,1998,216,우이신설,삼양사거리역,451.0,59.4,미아뉴타운 인근 현대성우아파트 전세,"['25년이상', '융자금없는', '역세권', '화장실한개']",복도식,102,10,17,서향,3,1,https://map.kakao.com/?q=서울시 강북구 미아동 561-2&service=opensearch,https://fin.land.naver.com/articles/2442867152,['24.08.30.']
37.62683,127.03046,24.08.30.,미아신구,32000,2000,105,4호선,미아역,508.0,84.94,미아역도보7분 오동근린공원 근접 공기좋은 미아신구아파트,"['25년이내', '융자금없는', '화장실두개', '방세개']",계단식,1,8,12,북동향,3,2,https://map.kakao.com/?q=서울시 강북구 미아동 1352&service=opensearch,https://fin.land.naver.com/articles/2442789880,['24.08.30.']
37.60288,127.10916,24.08.31.,중랑숲금호어울림,35000,2006,686,경의중앙,양원역,581.0,59.96,"망원역세권 중랑캠핑숲인접 맨앞동, 반전세가능","['25년이내', '방세개', '화장실한개', '세대당1대']",복합식,1.2,저,15,남향,3,1,https://map.kakao.com/?q=서울시 중랑구 망우동 580&service=opensearch,https://fin.land.naver.com/articles/2443071198,['24.08.31.']
37.579536,126.819705,24.08.31.,마곡서광,30000,1998,284,5호선,방화역,971.0,59.67,"올수리됨, 남향으로 밝고, 아이들키우기좋음.안심보험가능","['25년이상', '올수리', '1층', '방세개']",계단식,1,1,16,남향,3,1,https://map.kakao.com/?q=서울시 강서구 방화동 860&service=opensearch,https://fin.land.naver.com/articles/2442936696,['24.08.31.']
37.326696,127.093695,24.08.31.,현대,35000,1994,1168,신분당,수지구청역,588.0,60.03,"소유주직접의뢰,거실확장, 관리잘되어깨끗,입주일 언제든협의가능","['25년이상', '대단지', '방세개', '화장실한개']",복도식,1,10,15,남향,3,1,https://map.kakao.com/?q=경기도 용인시 수지구 풍덕천동 700-1&service=opensearch,https://fin.land.naver.com/articles/2442963341,['24.08.31.']
37.625323,127.047667,24.08.31.,번동주공1단지,37000,1991,1430,,,,79.07,"로얄층, 탁트인조망, 수리되어 밝고 깨끗함.","['25년이상', '융자금없는', '대단지', '방세개']",복도식,1,중,15,남동향,3,1,https://map.kakao.com/?q=서울시 강북구 번동 242&service=opensearch,https://fin.land.naver.com/articles/2443019109,['24.08.31.']
37.655773,127.032693,24.09.02.,한양5차,28000,1991,414,,,,65.37,"금액저렴하며, 상태 깨끗함.","['25년이상', '융자금없는', '방세개', '화장실한개']",복도식,0.68,2,17,동향,3,1,https://map.kakao.com/?q=서울시 도봉구 쌍문동 59-3&service=opensearch,https://fin.land.naver.com/articles/2443307904,['24.09.02.']
37.334427,127.118631,24.09.02.,무지개12단지주공,35000,1995,905,,,,59.98,"샷시포함전체올수리,구미초,아기키우기좋음,","['25년이상', '융자금없는', '올수리', '방세개']",복도식,1,2,25,서향,3,1,https://map.kakao.com/?q=경기도 성남시 분당구 구미동 212&service=opensearch,https://fin.land.naver.com/articles/2443297540,['24.09.02.']
37.511773,126.837321,24.09.02.,푸른마을3단지,37000,2001,440,,,,59.99,"최근올수리, 내부상태깔끔, 입주일협의가능","['25년이내', '올수리', '방세개', '화장실한개']",복도식,0.9,저,12,동향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 1283&service=opensearch,https://fin.land.naver.com/articles/2443376244,"['24.09.02.', '24.09.03.']"
37.67723,127.05775,24.09.02.,극동늘푸른,28000,2000,299,7호선,수락산역,206.0,59.95,역세권2분.  조용한단지.  쾌적하고 집상태깨끗.  11월중순,"['25년이내', '역세권', '1층', '방세개']",복도식,0.86,1,16,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1128&service=opensearch,https://fin.land.naver.com/articles/2443236810,['24.09.02.']
37.508164,126.842263,24.09.02.,신정현대6차,36000,2000,703,,,,59.4,올수리되어 깨끗하고 조용함,"['25년이내', '올수리', '1층', '방세개']",복도식,1.15,1,20,동향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 743-2&service=opensearch,https://fin.land.naver.com/articles/2443292032,['24.09.02.']
37.341764,127.099834,24.09.02.,용인수지풍림2차,32200,1998,271,신분당,동천역,546.0,59.94,올수리 신분당선동천역세권 12울중순이후입주 3억2천에 월세3만원가능,"['25년이상', '올수리', '방세개', '화장실한개']",복도식,0,3,23,동향,3,1,https://map.kakao.com/?q=경기도 용인시 수지구 동천동 176-1&service=opensearch,https://fin.land.naver.com/articles/2443164485,['24.09.02.']
37.605668,126.905931,24.09.02.,경남아너스빌,37000,2004,475,,,,84.69,전망좋은 지하연결동.임대사업자월세,"['25년이내', '방세개', '화장실두개', '세대당1대']",계단식,1.32,저,17,동향,3,2,https://map.kakao.com/?q=서울시 은평구 구산동 224&service=opensearch,https://fin.land.naver.com/articles/2443381586,['24.09.02.']
37.680971,127.054473,24.09.02.,은빛1단지,33000,1998,1391,7호선,수락산역,402.0,59.95,샷시부터 전체 올수리 후 첫입주  신혼 추천 남향,"['25년이상', '융자금적은', '올수리', '역세권']",복도식,0.56,2,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1255&service=opensearch,https://fin.land.naver.com/articles/2443320401,['24.09.02.']
37.63047,127.03543,24.09.02.,금호,28000,1998,284,,,,59.43,남향. 숲이 예쁘게보이는 집. 도배해줍니다.,"['25년이상', '융자금없는', '화장실한개', '방세개']",복합식,0.82,중,20,남향,3,1,https://map.kakao.com/?q=서울시 강북구 번동 656&service=opensearch,https://fin.land.naver.com/articles/2443299422,['24.09.02.']
37.62683,127.03046,24.09.03.,미아신구,33000,2000,105,4호선,미아역,508.0,84.94,미아역도보7분 .신일중고 학군.,"['25년이내', '융자금없는', '방세개', '화장실두개']",계단식,1,8,12,북동향,3,2,https://map.kakao.com/?q=서울시 강북구 미아동 1352&service=opensearch,https://fin.land.naver.com/articles/2443401807,['24.09.03.']
37.62112,127.010985,24.09.03.,벽산라이브파크,37000,2004,1585,우이신설,솔샘역,397.0,59.67,"올수리후입주,입주협의.","['25년이내', '융자금없는', '올수리', '역세권']",복도식,1.18,저,25,남동향,3,2,https://map.kakao.com/?q=서울시 강북구 미아동 1354&service=opensearch,https://fin.land.naver.com/articles/2443418403,['24.09.03.']
37.652569,127.021118,24.09.03.,현대3차,32000,1995,287,,,,84.97,O남향O밝은집 방3화2 기본형 입주협의 ,"['25년이상', '방세개', '화장실두개', '관리비20만원이하']",계단식,0.7,4,12,남동향,3,2,https://map.kakao.com/?q=서울시 도봉구 쌍문동 719&service=opensearch,https://fin.land.naver.com/articles/2443420105,['24.09.03.']
37.605668,126.905931,24.09.03.,경남아너스빌,36000,2004,475,,,,84.69,지하주차장 연결동 ,"['25년이내', '융자금없는', '화장실두개', '방세개']",계단식,1.32,5,17,동향,3,2,https://map.kakao.com/?q=서울시 은평구 구산동 224&service=opensearch,https://fin.land.naver.com/articles/2443445985,['24.09.03.']
37.678681,127.044242,24.09.03.,럭키,36000,1992,630,1호선,도봉역,315.0,84.86,샷시포함 내부특올수리 정상 역세권,"['25년이상', '융자금없는', '올수리', '역세권']",계단식,0.85,2,15,남향,3,2,https://map.kakao.com/?q=서울시 도봉구 도봉동 595&service=opensearch,https://fin.land.naver.com/articles/2443557203,['24.09.03.']
37.53732,126.85351,24.09.03.,태영방송인,36700,2000,148,,,,59.94,"안심전세 가능,전망굿,깨끗 함,입주 협의.","['25년이내', '융자금없는', '방세개', '화장실한개']",복도식,1.17,10,16,남서향,3,1,https://map.kakao.com/?q=서울시 강서구 화곡동 1140&service=opensearch,https://fin.land.naver.com/articles/2443543133,['24.09.03.']
37.6153,126.90689,24.09.03.,동익파크,36000,1991,208,,,,84.95,입주 입주 협의 가능함,"['25년이상', '방세개', '화장실두개', '중층']",계단식,1,중,10,남서향,3,2,https://map.kakao.com/?q=서울시 은평구 구산동 355-95&service=opensearch,https://fin.land.naver.com/articles/2443487578,['24.09.03.']
37.511773,126.837321,24.09.03.,푸른마을3단지,37000,2001,440,,,,59.99,"최근올수리, 내부상태깔끔, 입주일협의가능","['25년이내', '올수리', '방세개', '화장실한개']",복도식,0.95,저,12,동향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 1283&service=opensearch,https://fin.land.naver.com/articles/2443375630,['24.09.03.']
37.56147,126.84543,24.09.03.,등촌주공5단지,32500,1995,1045,5호선,발산역,929.0,58.14,남향집으로 아주깨끗해요.등현초배정,"['25년이상', '융자금없는', '대단지', '방세개']",복도식,0.61,5,15,남향,3,1,https://map.kakao.com/?q=서울시 강서구 등촌동 695&service=opensearch,https://fin.land.naver.com/articles/2443577752,['24.09.03.']
37.638616,127.060471,24.09.03.,학여울청구,35000,1999,1476,1호선,월계역,373.0,59.4,화장실 싱크대 도배 도색 전등 전체수리 중평초중학군 난방비 관리비지원,"['25년이상', '대단지', '방세개', '화장실한개']",복도식,1.15,5,18,동향,3,1,https://map.kakao.com/?q=서울시 노원구 하계동 354&service=opensearch,https://fin.land.naver.com/articles/2443420126,['24.09.03.']
37.32611,127.09126,24.09.03.,보원,30000,1994,619,신분당,수지구청역,710.0,59.72,전체 깨끗수리.역세권.넓은지하주차장,"['25년이상', '융자금없는', '방세개', '화장실한개']",복도식,0.7,3,15,남동향,3,1,https://map.kakao.com/?q=경기도 용인시 수지구 풍덕천동 692&service=opensearch,https://fin.land.naver.com/articles/2443468303,['24.09.03.']
37.65859,127.03144,24.09.03.,현대1차,33000,1990,783,,,,70.3,"남향 올수리 교육환경좋음,계단형방3개,구조좋고 접근성좋음.","['25년이상', '올수리', '방세개', '화장실한개']",계단식,0,2,13,남향,3,1,https://map.kakao.com/?q=서울시 도봉구 쌍문동 54&service=opensearch,https://fin.land.naver.com/articles/2443420016,['24.09.03.']
37.32611,127.09126,24.09.03.,보원,30000,1994,619,신분당,수지구청역,710.0,59.72,10월말입주.전체 깨끗수리.역세권.넓은지하주차장,"['25년이상', '융자금없는', '방세개', '화장실한개']",복도식,0.7,3,15,남동향,3,1,https://map.kakao.com/?q=경기도 용인시 수지구 풍덕천동 692&service=opensearch,https://fin.land.naver.com/articles/2443490549,['24.09.03.']
37.638616,127.060471,24.09.04.,학여울청구,34000,1999,1476,1호선,월계역,373.0,59.4,깨끗 정상 부분수리예정,"['25년이상', '대단지', '화장실한개', '방세개']",계단식,1.15,9,18,남향,3,1,https://map.kakao.com/?q=서울시 노원구 하계동 354&service=opensearch,https://fin.land.naver.com/articles/2443638506,['24.09.04.']
37.676915,127.053152,24.09.04.,두산,30000,1994,763,7호선,수락산역,243.0,59.97,수락산역 초역세권 아파트입니다.,"['25년이상', '융자금적은', '역세권', '방세개']",복도식,0.63,2,15,서향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1110&service=opensearch,https://fin.land.naver.com/articles/2443622260,['24.09.04.']
37.68021,127.053972,24.09.04.,은빛2단지,32000,1998,1313,7호선,수락산역,262.0,59.95,내부수리 된상태에서 샷시.도배.전등 교체 후 입주,"['25년이상', '융자금없는', '역세권', '대단지']",복도식,0.54,6,15,동향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1256&service=opensearch,https://fin.land.naver.com/articles/2443779225,['24.09.04.']
37.41267,127.14079,24.09.04.,매화마을현대벽산,36000,1994,252,,,,59.94,"2년전샷시포함올수리,탁트인전망,빠를수록좋음","['25년이상', '융자금없는', '올수리', '방세개']",계단식,0.69,3,4,동향,3,1,https://map.kakao.com/?q=경기도 성남시 분당구 야탑동 218&service=opensearch,https://fin.land.naver.com/articles/2443747289,['24.09.04.']
